ts,x,y,h,latitude,longitude,altitude,mach,tas,vertical_rate,heading,fuel,mass,thrust,fid,cost_grid
0.0,-75979.57566312444,-1627.7971835964515,30.480000002257306,52.31661637531722,4.746300218887335,100.0,0.5,330.63,3500.0,87.45,27.53,72221.0,107773.0,EJU5284_1390,0.08606071781851751
16.0,-73323.2753796763,-1509.286120926054,310.3913353932574,52.31804451017425,4.785348545210768,1018.0,0.5444,358.87,3500.0,88.35,26.87,72194.0,101019.0,EJU5284_1390,0.08642908583239281
31.0,-70436.07203509996,-1425.904402343591,590.3026717284281,52.31917366541575,4.827803622677114,1937.0,0.5882,386.45,3500.0,88.35,26.1,72168.0,94871.0,EJU5284_1390,0.07850581344462033
47.0,-67324.98839273014,-1336.0573346148626,870.2140087024547,52.320373341005414,4.873553171138905,2855.0,0.6304,412.89,3500.0,88.35,25.26,72142.0,89340.0,EJU5284_1390,0.06965669460528208
63.0,-63999.479610672715,-1240.0177566966127,1150.1253461353115,52.32163616055019,4.922458636436259,3773.0,0.6707,437.85,3500.0,88.35,24.39,72118.0,84400.0,EJU5284_1390,0.061233400963494285
79.0,-60471.631613581594,-1138.134707796949,1430.0366839093617,52.32295374108165,4.974342760677323,4692.0,0.7087,461.14,3500.0,88.35,23.52,72094.0,80007.0,EJU5284_1390,0.05365930760235038
94.0,-56755.00583915828,-1030.7998385731291,1709.948021944603,52.32431724052928,5.029006555743249,5610.0,0.7442,482.7,3500.0,88.35,22.67,72072.0,76110.0,EJU5284_1390,0.04679576151208213
110.0,-52863.71736901076,-918.4207883122189,1989.8593601860825,52.32571778201874,5.086242849912741,6528.0,0.7774,502.54,3500.0,88.35,21.85,72050.0,72651.0,EJU5284_1390,0.0403577548627434
126.0,-48811.74795092336,-801.4013452555216,2269.77069859622,52.32714675919589,5.145846384839623,7447.0,0.8082,520.73,3500.0,88.35,21.09,72029.0,69573.0,EJU5284_1390,0.03438360645123746
142.0,-44612.468624008885,-680.1276602100688,2549.682037149825,52.32859603730034,5.207620833878266,8365.0,0.82,526.58,3500.0,88.35,20.68,72008.0,67991.0,EJU5284_1390,0.030414901741906426
157.0,-40365.80650037417,-557.4855926404204,2829.593375687368,52.33002890251656,5.27009638859365,9283.0,0.82,524.82,3500.0,88.35,20.48,71988.0,67266.0,EJU5284_1390,0.02795927304447147
173.0,-36133.503119673325,-435.2582152775933,3109.5047141614327,52.331424136367865,5.332364682741761,10202.0,0.82,523.04,3500.0,88.35,20.35,71967.0,66765.0,EJU5284_1390,0.025647436784893823
189.0,-31915.607359094654,-313.44693727059604,3389.4160525633383,52.3327820527688,5.3944248654555516,11120.0,0.82,521.26,3500.0,88.35,20.41,71947.0,66982.0,EJU5284_1390,0.023325067818049997
205.0,-27712.168598329015,-192.05318183769822,3669.3273908839496,52.334102966014164,5.456276080256517,12038.0,0.82,519.48,3500.0,88.35,20.45,71926.0,67145.0,EJU5284_1390,0.021026668298977116
220.0,-23523.236728118147,-71.07839009727287,3949.2387291136924,52.33538719074741,5.517917464925966,12957.0,0.82,517.69,3500.0,88.35,20.48,71906.0,67254.0,EJU5284_1390,0.018909922215979424
236.0,-19348.862159276814,49.47598402899518,4229.150067242552,52.33663504200957,5.579348151369105,13875.0,0.82,515.89,3500.0,88.35,20.5,71886.0,67308.0,EJU5284_1390,0.01726009735023771
252.0,-15189.09583171671,169.60847148254183,4509.061405260069,52.337846835221356,5.640567265481672,14794.0,0.82,514.09,3500.0,88.35,20.49,71865.0,67306.0,EJU5284_1390,0.016341609613137558
268.0,-11043.989223733273,289.3175870032134,4788.972743155361,52.339022886176785,5.701573927019326,15712.0,0.82,512.28,3500.0,88.35,20.48,71845.0,67249.0,EJU5284_1390,0.015476520301431314
283.0,-6913.5943615685355,408.60182948616017,5068.884080917138,52.340163511048395,5.762367249498204,16630.0,0.82,510.46,3500.0,88.35,20.45,71824.0,67137.0,EJU5284_1390,0.014794428020449859
299.0,-2797.9638291995984,527.4596816992743,5348.795418533737,52.34126902635548,5.822946340481099,17549.0,0.82,508.64,3500.0,88.35,20.41,71804.0,66970.0,EJU5284_1390,0.01478456653047788
315.0,1302.8492216195648,645.8896099935162,5628.706755993166,52.34233971771931,5.883310319008247,18467.0,0.82,506.81,3500.0,88.35,20.35,71783.0,66747.0,EJU5284_1390,0.014734784861170691
331.0,5388.791061054029,763.8900640056678,5908.618093283185,52.3433758680112,5.9434582457826,19385.0,0.82,504.97,3500.0,88.35,20.27,71763.0,66471.0,EJU5284_1390,0.014651827884192975
346.0,9459.807370613318,881.4594763532745,6188.529430391407,52.344377860809274,6.003389218739778,20304.0,0.82,503.13,3500.0,88.35,20.18,71743.0,66139.0,EJU5284_1390,0.006858177103528378
362.0,13515.843232298776,998.5962623215374,6468.4407673054475,52.34534601449308,6.063102319333776,21222.0,0.82,501.28,3500.0,88.35,20.08,71723.0,65756.0,EJU5284_1390,0.0
378.0,17556.843117466084,1115.2988195419432,6748.352104013112,52.34628064756207,6.122596620096956,22140.0,0.82,499.42,3500.0,88.35,19.96,71703.0,65319.0,EJU5284_1390,0.0
394.0,21582.750875396396,1231.565527662414,7028.263440502655,52.34718207889892,6.181871186027892,23059.0,0.82,497.56,3500.0,88.35,19.82,71683.0,64831.0,EJU5284_1390,0.0
409.0,25593.509721568887,1347.3947480087986,7308.1747767631,52.34805062777888,6.240925074502807,23977.0,0.82,495.69,3500.0,88.35,19.68,71663.0,64293.0,EJU5284_1390,0.0
425.0,29589.06222562525,1462.7848232373126,7588.086112784636,52.3488866138732,6.299757335109948,24895.0,0.82,493.81,3500.0,88.35,19.51,71644.0,63706.0,EJU5284_1390,0.0
441.0,33569.35029901949,1577.7340769778284,7867.997448559127,52.34969035725173,6.35836700946761,25814.0,0.82,491.93,3500.0,88.35,19.33,71625.0,63070.0,EJU5284_1390,0.0
